0.00600147, -18.9427
0.0339558, -18.9427
0.0669649, -18.9427
0.100948, -13.8745
0.135951, -13.8745
0.169969, -5.66938
0.204547, -5.66938
0.238557, 5.27364
0.271558, 5.27364
0.305573, 5.27364
0.339588, 13.8605
0.375597, 13.8605
0.408615, 13.8605
0.441619, 13.8605
0.476623, 13.8605
0.508622, 13.8605
0.542624, 16.6227
0.576631, 6.58414
0.610639, 6.58414
0.644653, -3.6181
0.679655, -3.6181
0.713502, -3.6181
0.746527, -11.1716
0.782529, -11.1716
0.814999, -15.1275
0.848949, -15.1275
0.882442, -15.1275
0.916453, -13.9406
0.95247, -13.9406
0.984777, -7.95259
1.01978, -7.95259
1.0538, -7.95259
1.08881, -7.95259
1.12184, 1.48963
1.15554, 9.92958
1.19155, 9.92958
1.22386, 14.6548
1.26286, 14.6548
1.29286, 14.6548
1.3278, 15.3021
1.36181, 15.3021
1.39681, 15.3021
1.42982, 8.79265
1.46483, 8.79265
1.49784, 8.79265
1.53202, 0.136744
1.56703, 0.136744
1.60045, -8.55082
1.63401, -8.55082
1.66902, -8.55082
1.70294, -8.55082
1.73695, -13.7496
1.77095, -13.7496
1.80495, -13.7496
1.83896, -9.92958
1.87393, -9.92958
1.90695, -2.2686
1.94195, -2.2686
1.9749, -2.2686
2.0089, -2.2686
2.0429, 5.96695
2.0769, 12.3679
2.10981, 12.3679
2.14428, 12.3679
2.17776, 13.6543
2.21177, 13.6543
2.24577, 13.6543
2.27978, 13.6543
2.31326, 13.6543
2.34726, 13.6543
2.38126, 13.6543
2.41518, 13.6543
2.45019, 10.4131
2.48219, -11.0092
2.5182, -11.0092
2.5512, -11.0092
2.58495, -13.6784
2.61995, -13.6784
2.65379, -10.6972
2.6888, -10.6972
2.7228, -10.6972
2.7558, -4.17183
2.79281, -4.17183
2.82582, -4.17183
2.85775, 3.27362
2.89275, 3.27362
2.92884, 9.12778
2.96084, 9.12778
2.99484, 9.12778
3.02984, 11.6222
3.06335, 9.85345
3.09832, 9.85345
3.13232, 9.85345
3.16743, 4.73001
3.20062, 4.73001
3.23463, 4.73001
3.26963, -2.33451
3.30465, -2.33451
3.33766, -7.90349
3.37167, -7.90349
3.40567, -7.90349
3.43967, -10.9501
3.47268, -10.9501
3.50624, -10.4418
3.53956, -10.4418
3.57467, -10.4418
3.60821, -10.4418
3.64253, -5.72382
3.67757, 0.482584
3.71007, 0.482584
3.74358, 6.97684
3.77859, 6.97684
3.81259, 6.97684
3.84759, 10.3647
3.8806, 10.3647
3.91461, 10.8064
3.95062, 10.8064
3.98463, 10.8064
4.01863, 6.63876
4.05063, 6.63876
4.08464, 1.19626
4.11965, 1.19626
4.15467, 1.19626
4.18967, 1.19626
4.22167, -4.82457
4.25629, -9.88312
4.29129, -9.88312
4.32595, -9.88312
4.35895, -10.7275
4.39296, -10.7275
4.42795, -7.14169
4.46095, -7.14169
4.49495, -2.30143
4.52791, -2.30143
4.56291, -2.30143
4.59682, 3.39837
