t,Média móvel
-5.13611999761,-0.7131642512077294
-5.13607999761,-0.7078049516908212
-5.13603999761,-0.7023701690821256
-5.13599999761,-0.6969353864734299
-5.13595999761,-0.6915006038647343
-5.13591999761,-0.6859903381642513
-5.13587999761,-0.6804045893719807
-5.13583999761,-0.6748943236714976
-5.13579999761,-0.6694595410628019
-5.13575999761,-0.6640247584541062
-5.13571999761,-0.6585899758454107
-5.13567999761,-0.6530797101449275
-5.13563999761,-0.6476449275362319
-5.13559999761,-0.6422101449275363
-5.13555999761,-0.636850845410628
-5.13551999761,-0.6314915458937198
-5.13547999761,-0.6257548309178744
-5.13543999761,-0.6199426328502415
-5.13539999761,-0.6139794685990339
-5.13535999761,-0.6078653381642513
-5.13531999761,-0.6017512077294686
-5.13527999761,-0.595637077294686
-5.13523999761,-0.589447463768116
-5.13519999761,-0.5833333333333334
-5.13515999761,-0.5771437198067633
-5.13511999761,-0.5708786231884058
-5.13507999761,-0.5646890096618358
-5.13503999761,-0.5584993961352657
-5.13499999761,-0.5523097826086957
-5.13495999761,-0.5461956521739131
-5.13491999761,-0.5402324879227053
-5.13487999761,-0.5339673913043478
-5.13483999761,-0.5277777777777778
-5.13479999761,-0.5215881642512077
-5.13475999761,-0.5153985507246377
-5.13471999761,-0.5092089371980676
-5.13467999761,-0.503094806763285
-5.13463999761,-0.4969806763285024
-5.13459999761,-0.4909420289855072
-5.13455999761,-0.4846769323671497
-5.13451999761,-0.4781853864734299
-5.13447999761,-0.471844806763285
-5.13443999761,-0.4652777777777778
-5.13439999761,-0.4585597826086957
-5.13435999761,-0.4519172705314009
-5.13431999761,-0.4453502415458937
-5.13427999761,-0.438707729468599
-5.13423999761,-0.4319897342995169
-5.13419999761,-0.4251962560386473
-5.13415999761,-0.4184782608695652
-5.13411999761,-0.4117602657004831
-5.13407999761,-0.4051932367149758
-5.13403999761,-0.3985507246376811
-5.13399999761,-0.3919082125603865
-5.13395999761,-0.3851902173913043
-5.13391999761,-0.3785477053140096
-5.13387999761,-0.3718297101449275
-5.13383999761,-0.3651117149758454
-5.13379999761,-0.3583182367149758
-5.13375999761,-0.3515247584541063
-5.13371999761,-0.3447312801932367
-5.13367999761,-0.3379378019323671
-5.13363999761,-0.331219806763285
-5.13359999761,-0.3245018115942029
-5.13355999761,-0.3177083333333333
-5.13351999761,-0.3108393719806763
-5.13347999761,-0.3038194444444444
-5.13343999761,-0.296875
-5.13339999761,-0.2897041062801932
-5.13335999761,-0.2826086956521739
-5.13331999761,-0.2755132850241545
-5.13327999761,-0.2684933574879227
-5.13323999761,-0.2615489130434782
-5.13319999761,-0.2544535024154589
-5.13315999761,-0.247433574879227
-5.13311999761,-0.2403381642512077
-5.13307999761,-0.2332427536231884
-5.13303999761,-0.2262228260869565
-5.13299999761,-0.2192028985507246
-5.13295999761,-0.2121074879227053
-5.13291999761,-0.2050120772946859
-5.13287999761,-0.1979921497584541
-5.13283999761,-0.1909722222222222
-5.13279999761,-0.1839522946859903
-5.13275999761,-0.1769323671497584
-5.13271999761,-0.1699124396135265
-5.13267999761,-0.1628170289855072
-5.13263999761,-0.1558725845410628
-5.13259999761,-0.1487771739130435
-5.13255999761,-0.1415307971014492
-5.13251999761,-0.1342089371980676
-5.13247999761,-0.1268870772946859
-5.13243999761,-0.1196407004830917
-5.13239999761,-0.1123188405797101
-5.13235999761,-0.1049969806763285
-5.13231999761,-0.0976751207729468
-5.13227999761,-0.0904287439613526
-5.13223999761,-0.0832578502415458
-5.13219999761,-0.0760114734299517
-5.13215999761,-0.0687650966183574
-5.13211999761,-0.0613677536231884
-5.13207999761,-0.0541968599033816
-5.13203999761,-0.0470259661835748
-5.13199999761,-0.0397041062801932
-5.13195999761,-0.0323822463768115
-5.13191999761,-0.0250603864734299
-5.13187999761,-0.0178140096618357
-5.13183999761,-0.0105676328502415
-5.13179999761,-0.0033212560386473
-5.13175999761,0.0038496376811594
-5.13171999761,0.011171497584541
-5.13167999761,0.0184178743961352
-5.13163999761,0.0256642512077294
-5.13159999761,0.0329861111111111
-5.13155999761,0.0403079710144927
-5.13151999761,0.0476298309178744
-5.13147999761,0.054951690821256
-5.13143999761,0.0621225845410628
-5.13139999761,0.069368961352657
-5.13135999761,0.0766908212560386
-5.13131999761,0.0840881642512077
-5.13127999761,0.0912590579710145
-5.13123999761,0.0985054347826086
-5.13119999761,0.1056763285024154
-5.13115999761,0.1128472222222222
-5.13111999761,0.1201690821256038
-5.13107999761,0.1274909420289855
-5.13103999761,0.1347373188405797
-5.13099999761,0.1420591787439613
-5.13095999761,0.1493055555555555
-5.13091999761,0.1565519323671497
-5.13087999761,0.1638737922705314
-5.13083999761,0.1712711352657004
-5.13079999761,0.1785175120772947
-5.13075999761,0.1857638888888889
-5.13071999761,0.1931612318840579
-5.13067999761,0.200558574879227
-5.13063999761,0.2079559178743961
-5.13059999761,0.2152022946859903
-5.13055999761,0.2225241545893719
-5.13051999761,0.2296950483091787
-5.13047999761,0.2368659420289855
-5.13043999761,0.2439613526570048
-5.13039999761,0.2510567632850241
-5.13035999761,0.258076690821256
-5.13031999761,0.2651721014492754
-5.13027999761,0.2721920289855072
-5.13023999761,0.279362922705314
-5.13019999761,0.2864583333333333
-5.13015999761,0.2935537439613526
-5.13011999761,0.3006491545893719
-5.13007999761,0.3077445652173913
-5.13003999761,0.3148399758454106
-5.12999999761,0.3220863526570048
-5.12995999761,0.3291062801932367
-5.12991999761,0.3362771739130434
-5.12987999761,0.3433725845410628
-5.12983999761,0.350618961352657
-5.12979999761,0.3577143719806763
-5.12975999761,0.3647342995169082
-5.12971999761,0.3717542270531401
-5.12967999761,0.3787741545893719
-5.12963999761,0.3858695652173913
-5.12959999761,0.3929649758454106
-5.12955999761,0.3996829710144927
-5.12951999761,0.4064009661835748
-5.12947999761,0.4131944444444444
-5.12943999761,0.4199124396135266
-5.12939999761,0.4266304347826087
-5.12935999761,0.4332729468599033
-5.12931999761,0.4398399758454106
-5.12927999761,0.4464824879227053
-5.12923999761,0.4532759661835748
-5.12919999761,0.459993961352657
-5.12915999761,0.4667119565217391
-5.12911999761,0.4735054347826087
-5.12907999761,0.4803743961352657
-5.12903999761,0.4871678743961353
-5.12899999761,0.4938858695652174
-5.12895999761,0.5006038647342995
-5.12891999761,0.5072463768115942
-5.12887999761,0.5139643719806763
-5.12883999761,0.5207578502415459
-5.12879999761,0.527475845410628
-5.12875999761,0.5342693236714976
-5.12871999761,0.5410628019323671
-5.12867999761,0.5477053140096618
-5.12863999761,0.5543478260869565
-5.12859999761,0.560612922705314
-5.12855999761,0.5669535024154589
-5.12851999761,0.5731431159420289
-5.12847999761,0.579332729468599
-5.12843999761,0.5855978260869565
-5.12839999761,0.591862922705314
-5.12835999761,0.5979770531400966
-5.12831999761,0.6041666666666666
-5.12827999761,0.6103562801932367
-5.12823999761,0.6166213768115942
-5.12819999761,0.6229619565217391
-5.12815999761,0.6290760869565217
-5.12811999761,0.6352657004830918
-5.12807999761,0.6414553140096618
-5.12803999761,0.6476449275362319
-5.12799999761,0.6539100241545893
-5.12795999761,0.6600996376811594
-5.12791999761,0.6662892512077294
-5.12787999761,0.6725543478260869
-5.12783999761,0.678743961352657
-5.12779999761,0.6850090579710145
-5.12775999761,0.6911986714975845
-5.12771999761,0.6972373188405797
-5.12767999761,0.7033514492753623
-5.12763999761,0.7090881642512077
-5.12759999761,0.7147493961352657
-5.12755999761,0.7202596618357487
-5.12751999761,0.7259208937198067
-5.12747999761,0.7313556763285024
-5.12743999761,0.7368659420289855
-5.12739999761,0.7424516908212561
-5.12735999761,0.7479619565217391
-5.12731999761,0.7535477053140096
-5.12727999761,0.7592089371980676
-5.12723999761,0.7647192028985508
-5.12719999761,0.7702294685990339
-5.12715999761,0.7758152173913043
-5.12711999761,0.7814009661835749
-5.12707999761,0.7870621980676329
-5.12703999761,0.7926479468599034
-5.12699999761,0.7981582125603864
-5.12695999761,0.803743961352657
-5.12691999761,0.8092542270531401
-5.12687999761,0.8146890096618358
-5.12683999761,0.8201237922705314
-5.12679999761,0.8256340579710145
-5.12675999761,0.8309178743961353
-5.12671999761,0.8362771739130435
-5.12667999761,0.8411080917874396
-5.12663999761,0.8459390096618358
-5.12659999761,0.8506944444444444
-5.12655999761,0.8555253623188406
-5.12651999761,0.8602807971014492
-5.12647999761,0.8649607487922706
-5.12643999761,0.8696407004830918
-5.12639999761,0.8743961352657005
-5.12635999761,0.8791515700483091
-5.12631999761,0.883756038647343
-5.12627999761,0.8883605072463768
-5.12623999761,0.893191425120773
-5.12619999761,0.898022342995169
-5.12615999761,0.9027777777777778
-5.12611999761,0.9075332125603864
-5.12607999761,0.9123641304347826
-5.12603999761,0.9171950483091788
-5.12599999761,0.9217995169082126
-5.12595999761,0.9265549516908212
-5.12591999761,0.93131038647343
-5.12587999761,0.936141304347826
-5.12583999761,0.9408967391304348
-5.12579999761,0.9454257246376812
-5.12575999761,0.9497282608695652
-5.12571999761,0.9539553140096618
-5.12567999761,0.9580314009661836
-5.12563999761,0.961881038647343
-5.12559999761,0.9657306763285024
-5.12555999761,0.9695048309178744
-5.12551999761,0.9732789855072465
-5.12547999761,0.976977657004831
-5.12543999761,0.9807518115942028
-5.12539999761,0.9845259661835748
-5.12535999761,0.9884510869565216
-5.12531999761,0.9923007246376812
-5.12527999761,0.9960748792270532
-5.12523999761,0.9997735507246376
-5.12519999761,1.0034722222222223
-5.12515999761,1.0073218599033815
-5.12511999761,1.0110960144927537
-5.12507999761,1.0148701690821256
-5.12503999761,1.018719806763285
-5.12499999761,1.022493961352657
-5.12495999761,1.0263435990338163
-5.12491999761,1.030042270531401
-5.12487999761,1.0337409420289856
-5.12483999761,1.0375150966183575
-5.12479999761,1.0409873188405796
-5.12475999761,1.0443840579710144
-5.12471999761,1.047403381642512
-5.12467999761,1.0502717391304348
-5.12463999761,1.0529136473429952
-5.12459999761,1.0557065217391304
-5.12455999761,1.058574879227053
-5.12451999761,1.061292270531401
-5.12447999761,1.064085144927536
-5.12443999761,1.0668780193236715
-5.12439999761,1.0696708937198067
-5.12435999761,1.0722373188405796
-5.12431999761,1.0748792270531402
-5.12427999761,1.0776721014492754
-5.12423999761,1.0804649758454106
-5.12419999761,1.083257850241546
-5.12415999761,1.0859752415458936
-5.12411999761,1.0888435990338163
-5.12407999761,1.0914855072463767
-5.12403999761,1.094278381642512
-5.12399999761,1.0969957729468598
-5.12395999761,1.09993961352657
-5.12391999761,1.102807971014493
-5.12387999761,1.105600845410628
-5.12383999761,1.1080163043478262
-5.12379999761,1.110205314009662
-5.12375999761,1.1120169082125604
-5.12371999761,1.1138285024154588
-5.12367999761,1.1154891304347827
-5.12363999761,1.1171497584541064
-5.12359999761,1.118659420289855
-5.12355999761,1.120395531400966
-5.12351999761,1.1221316425120773
-5.12347999761,1.1237167874396137
-5.12343999761,1.1253019323671498
-5.12339999761,1.1269625603864737
-5.12335999761,1.1285477053140096
-5.12331999761,1.1302083333333333
-5.12327999761,1.131868961352657
-5.12323999761,1.1335295893719808
-5.12319999761,1.135114734299517
-5.12315999761,1.1367753623188406
-5.12311999761,1.1385114734299515
-5.12307999761,1.1403230676328502
-5.12303999761,1.1419836956521738
-5.12299999761,1.1436443236714977
-5.12295999761,1.1453804347826086
-5.12291999761,1.1470410628019323
-5.12287999761,1.1483997584541064
-5.12283999761,1.149532004830918
-5.12279999761,1.1505132850241546
-5.12275999761,1.1511926328502415
-5.12271999761,1.1517210144927537
-5.12267999761,1.1522493961352658
-5.12263999761,1.1528532608695652
-5.12259999761,1.1532306763285023
-5.12255999761,1.1536835748792271
-5.12251999761,1.154211956521739
-5.12247999761,1.1547403381642511
-5.12243999761,1.1552687198067633
-5.12239999761,1.155721618357488
-5.12235999761,1.15625
-5.12231999761,1.1567028985507246
-5.12227999761,1.1573067632850242
-5.12223999761,1.1579106280193237
-5.12219999761,1.1583635265700485
-5.12215999761,1.1588919082125604
-5.12211999761,1.159344806763285
-5.12207999761,1.1599486714975846
-5.12203999761,1.1604770531400963
-5.12199999761,1.1610809178743962
-5.12195999761,1.1616092995169085
-5.12191999761,1.161760265700483
-5.12187999761,1.1616092995169085
-5.12183999761,1.161231884057971
-5.12179999761,1.1606280193236715
-5.12175999761,1.1600996376811594
-5.12171999761,1.1594202898550725
-5.12167999761,1.1588164251207729
-5.12163999761,1.1582125603864737
-5.12159999761,1.1575332125603863
-5.12155999761,1.156929347826087
-5.12151999761,1.1563254830917875
-5.12147999761,1.155721618357488
-5.12143999761,1.1551177536231885
-5.12139999761,1.1544384057971016
-5.12135999761,1.1537590579710144
-5.12131999761,1.1530797101449275
-5.12127999761,1.1524003623188406
-5.12123999761,1.1518719806763285
-5.12119999761,1.151268115942029
-5.12115999761,1.1506642512077294
-5.12111999761,1.1499849033816425
-5.12107999761,1.149532004830918
-5.12103999761,1.148852657004831
-5.12099999761,1.1482487922705311
-5.12095999761,1.1475694444444444
-5.12091999761,1.1465881642512077
-5.12087999761,1.1453804347826086
-5.12083999761,1.1437952898550725
-5.12079999761,1.1421346618357489
-5.12075999761,1.1404740338164252
-5.12071999761,1.138737922705314
-5.12067999761,1.136850845410628
-5.12063999761,1.1351902173913044
-5.12059999761,1.1333786231884058
-5.12055999761,1.1316425120772946
-5.12051999761,1.1299064009661837
-5.12047999761,1.128094806763285
-5.12043999761,1.1264341787439611
-5.12039999761,1.1247735507246377
-5.12035999761,1.122961956521739
-5.12031999761,1.1211503623188406
-5.12027999761,1.1194142512077294
-5.12023999761,1.117602657004831
-5.12019999761,1.115942028985507
-5.12015999761,1.1142059178743962
-5.12011999761,1.112469806763285
-5.12007999761,1.1106582125603863
-5.12003999761,1.1089221014492754
-5.11999999761,1.1072614734299515
-5.11995999761,1.105072463768116
-5.11991999761,1.103034420289855
-5.11987999761,1.100467995169082
-5.11983999761,1.097675120772947
-5.11979999761,1.0948822463768115
-5.11975999761,1.091862922705314
-5.11971999761,1.0890700483091786
-5.11967999761,1.0861262077294689
-5.11963999761,1.0833333333333333
-5.11959999761,1.080540458937198
-5.11955999761,1.0776721014492754
-5.11951999761,1.0748792270531402
-5.11947999761,1.0720108695652173
-5.11943999761,1.069217995169082
-5.11939999761,1.066425120772947
-5.11935999761,1.0634057971014492
-5.11931999761,1.060461956521739
-5.11927999761,1.0575935990338163
-5.11923999761,1.0547252415458936
-5.11919999761,1.051856884057971
-5.11915999761,1.0490640096618358
-5.11911999761,1.0461201690821256
-5.11907999761,1.0433272946859904
-5.11903999761,1.0404589371980677
-5.11899999761,1.0373641304347827
-5.11895999761,1.0340428743961352
-5.11891999761,1.030419685990338
-5.11887999761,1.0267964975845412
-5.11883999761,1.0229468599033815
-5.11879999761,1.0190972222222223
-5.11875999761,1.0153230676328502
-5.11871999761,1.0116243961352658
-5.11867999761,1.0076992753623188
-5.11863999761,1.0038496376811594
-5.11859999761,0.9999245169082126
-5.11855999761,0.9960748792270532
-5.11851999761,0.9922252415458938
-5.11847999761,0.9883756038647344
-5.11843999761,0.9846014492753624
-5.11839999761,0.9808272946859904
-5.11835999761,0.9770531400966184
-5.11831999761,0.9732035024154588
-5.11827999761,0.969278381642512
-5.11823999761,0.9654287439613528
-5.11819999761,0.9615791062801932
-5.11815999761,0.957729468599034
-5.11811999761,0.9539553140096618
-5.11807999761,0.9501811594202898
-5.11803999761,0.946105072463768
-5.11799999761,0.9416515700483092
-5.11795999761,0.9371225845410628
-5.11791999761,0.9324426328502416
-5.11787999761,0.9277626811594204
-5.11783999761,0.922931763285024
-5.11779999761,0.9182518115942028
-5.11775999761,0.9134963768115942
-5.11771999761,0.9087409420289856
-5.11767999761,0.903834541062802
-5.11763999761,0.8990036231884058
-5.11759999761,0.8942481884057971
-5.11755999761,0.889417270531401
-5.11751999761,0.8847373188405797
-5.11747999761,0.8799064009661836
-5.11743999761,0.8751509661835749
-5.11739999761,0.8703955314009661
-5.11735999761,0.8656400966183575
-5.11731999761,0.8609601449275363
-5.11727999761,0.8561292270531401
-5.11723999761,0.8512228260869565
-5.11719999761,0.8464673913043478
-5.11715999761,0.8416364734299517
-5.11711999761,0.836881038647343
-5.11707999761,0.8317481884057971
-5.11703999761,0.8265398550724637
-5.11699999761,0.8211805555555556
-5.11695999761,0.8157457729468599
-5.11691999761,0.8102355072463768
-5.11687999761,0.8046497584541062
-5.11683999761,0.7990640096618358
-5.11679999761,0.7934782608695652
-5.11675999761,0.7878925120772947
-5.11671999761,0.7823822463768116
-5.11667999761,0.7768719806763285
-5.11663999761,0.771286231884058
-5.11659999761,0.7657759661835749
-5.11655999761,0.7601147342995169
-5.11651999761,0.7545289855072463
-5.11647999761,0.7490187198067633
-5.11643999761,0.7434329710144928
-5.11639999761,0.7377717391304348
-5.11635999761,0.7321105072463768
-5.11631999761,0.7265247584541062
-5.11627999761,0.7210144927536232
-5.11623999761,0.7155042270531401
-5.11619999761,0.709993961352657
-5.11615999761,0.704483695652174
-5.11611999761,0.698822463768116
-5.11607999761,0.6930102657004831
-5.11603999761,0.6870471014492754
-5.11599999761,0.6809329710144928
-5.11595999761,0.6746678743961353
-5.11591999761,0.6684027777777778
-5.11587999761,0.6622131642512077
-5.11583999761,0.6561745169082126
-5.11579999761,0.6498339371980676
-5.11575999761,0.6435688405797102
-5.11571999761,0.6373037439613527
-5.11567999761,0.6310386473429952
-5.11563999761,0.6247735507246377
-5.11559999761,0.6187349033816425
-5.11555999761,0.6123943236714976
-5.11551999761,0.6062047101449275
-5.11547999761,0.5999396135265701
-5.11543999761,0.5935990338164251
-5.11539999761,0.5872584541062802
-5.11535999761,0.5809178743961353
-5.11531999761,0.5747282608695652
-5.11527999761,0.5683876811594203
-5.11523999761,0.5621980676328503
-5.11519999761,0.5560084541062802
-5.11515999761,0.5497433574879227
-5.11511999761,0.5431763285024155
-5.11507999761,0.5365338164251208
-5.11503999761,0.529891304347826
-5.11499999761,0.5231733091787439
-5.11495999761,0.5164553140096618
-5.11491999761,0.5095863526570048
-5.11487999761,0.5030193236714976
-5.11483999761,0.4963013285024155
-5.11479999761,0.4895078502415459
-5.11475999761,0.4827143719806763
-5.11471999761,0.4759208937198068
-5.11467999761,0.4691274154589372
-5.11463999761,0.4624094202898551
-5.11459999761,0.4556914251207729
-5.11455999761,0.4488979468599033
-5.11451999761,0.4421044685990338
-5.11447999761,0.4354619565217391
-5.11443999761,0.4286684782608695
-5.11439999761,0.4219504830917874
-5.11435999761,0.4152324879227053
-5.11431999761,0.4082880434782608
-5.11427999761,0.4013435990338164
-5.11423999761,0.3945501207729469
-5.11419999761,0.3878321256038647
-5.11415999761,0.380661231884058
-5.11411999761,0.3734903381642512
-5.11407999761,0.3663194444444444
-5.11403999761,0.3592995169082125
-5.11399999761,0.3522041062801932
-5.11395999761,0.3451086956521739
-5.11391999761,0.3380132850241545
-5.11387999761,0.3309933574879227
-5.11383999761,0.3239734299516908
-5.11379999761,0.3169535024154589
-5.11375999761,0.3100090579710144
-5.11371999761,0.30306461352657
-5.11367999761,0.2958937198067632
-5.11363999761,0.2889492753623188
-5.11359999761,0.281929347826087
-5.11355999761,0.2749094202898551
-5.11351999761,0.2678894927536231
-5.11347999761,0.2607940821256038
-5.11343999761,0.2536231884057971
-5.11339999761,0.2466032608695652
-5.11335999761,0.2394323671497584
-5.11331999761,0.2323369565217391
-5.11327999761,0.2251660628019323
-5.11323999761,0.218070652173913
-5.11319999761,0.2109752415458937
-5.11315999761,0.203653381642512
-5.11311999761,0.1964070048309179
-5.11307999761,0.1891606280193236
-5.11303999761,0.1819142512077294
-5.11299999761,0.1747433574879227
-5.11295999761,0.167421497584541
-5.11291999761,0.1601751207729468
-5.11287999761,0.1529287439613526
-5.11283999761,0.1458333333333333
-5.11279999761,0.1386624396135265
-5.11275999761,0.1315670289855072
-5.11271999761,0.1244716183574879
-5.11267999761,0.1173007246376811
-5.11263999761,0.1100543478260869
-5.11259999761,0.1028079710144927
-5.11255999761,0.0956370772946859
-5.11251999761,0.0883907004830917
-5.11247999761,0.0810688405797101
-5.11243999761,0.0739734299516908
-5.11239999761,0.0667270531400966
-5.11235999761,0.0595561594202898
-5.11231999761,0.0522342995169082
-5.11227999761,0.0449124396135265
-5.11223999761,0.0375150966183574
-5.11219999761,0.0302687198067632
-5.11215999761,0.023022342995169
-5.11211999761,0.0158514492753623
-5.11207999761,0.0085295893719806
-5.11203999761,0.0014341787439613
-5.11199999761,-0.0058121980676328
-5.11195999761,-0.0129830917874396
-5.11191999761,-0.0200785024154589
-5.11187999761,-0.0272493961352657
-5.11183999761,-0.0344202898550724
-5.11179999761,-0.0416666666666666
-5.11175999761,-0.0488375603864734
-5.11171999761,-0.0560084541062801
-5.11167999761,-0.0632548309178744
-5.11163999761,-0.0705012077294685
-5.11159999761,-0.0775966183574879
-5.11155999761,-0.0847675120772946
-5.11151999761,-0.0919384057971014
-5.11147999761,-0.0991092995169082
-5.11143999761,-0.1062801932367149
-5.11139999761,-0.1134510869565217
-5.11135999761,-0.1206974637681159
-5.11131999761,-0.1280193236714976
-5.11127999761,-0.1351902173913043
-5.11123999761,-0.1425120772946859
-5.11119999761,-0.1496829710144927
-5.11115999761,-0.1567028985507246
-5.11111999761,-0.1637983091787439
-5.11107999761,-0.1708182367149758
-5.11103999761,-0.1779136473429951
-5.11099999761,-0.184933574879227
-5.11095999761,-0.1920289855072463
-5.11091999761,-0.1990489130434782
-5.11087999761,-0.2059933574879227
