t,peaks
-4.18195999761,-4.224260265700483
-4.12475999761,0.8778683574879227
-4.10539999761,-4.243282004830918
-4.02847999761,-4.261020531400966
-4.00947999761,0.8606582125603864
-3.93207999761,0.8336352657004831
-3.91275999761,-4.270455917874396
-3.85547999761,0.805631038647343
-3.83611999761,-4.299139492753623
-3.77887999761,0.8100845410628019
-3.75955999761,-4.317255434782608
-3.70223999761,0.7856280193236715
-3.64423999761,-4.327747584541063
-3.58691999761,0.7767964975845411
-3.52891999761,-4.3448822463768115
-3.47171999761,0.7590579710144928
-3.45231999761,-4.3741696859903385
-3.39427999761,0.7299969806763285
-3.37523999761,-4.379227053140097
-3.31771999761,0.7065217391304348
-3.29831999761,-4.401494565217392
-3.20235999761,0.7018417874396136
-3.18299999761,-4.402324879227053
-3.08703999761,0.6834993961352657
-3.06771999761,-4.434178743961352
-3.01043999761,0.6575332125603864
-2.99111999761,-4.447841183574879
-2.93307999761,0.6695350241545893
-2.91367999761,-4.4693538647343
-2.85643999761,0.6413798309178744
-2.79923999761,-4.480902777777778
-2.77983999761,0.6400966183574879
-2.70255999761,0.6165458937198067
-2.68391999761,-4.493206521739131
-2.62587999761,0.6042421497584541
-2.60647999761,-4.51268115942029
-2.54923999761,0.5770682367149759
-2.52991999761,-4.511171497584542
-2.45319999761,-4.546724033816425
-2.43391999761,0.5880132850241546
-2.37583999761,-4.5320803140096615
-2.35651999761,0.5744263285024155
-2.29927999761,-4.538345410628019
-2.27995999761,0.5432518115942029
-2.20331999761,0.5372886473429952
-2.18395999761,-4.553819444444445
-2.08799999761,0.5344202898550725
-2.06863999761,-4.569897342995169
-2.01067999761,0.5074728260869565
-1.99203999761,-4.5831823671497585
-1.93407999761,0.516832729468599
-1.91463999761,-4.5926177536231885
-1.85739999761,0.5057367149758454
-1.83803999761,-4.600543478260869
-1.76139999761,-4.608091787439614
-1.74207999761,0.486262077294686
-1.68407999761,-4.613602053140097
-1.66471999761,0.47863828502415456
-1.60739999761,-4.6228864734299515
-1.58803999761,0.4658816425120773
-1.53079999761,-4.633831521739131
-1.51147999761,0.47207125603864736
-1.45343999761,-4.631416062801932
-1.43403999761,0.4600694444444444
-1.35739999761,0.45146437198067635
-1.33811999761,-4.640625
-1.28083999761,0.44323671497584544
-1.26147999761,-4.650513285024155
-1.20343999761,0.4347071256038647
-1.18479999761,-4.65979770531401
-1.10751999761,-4.661005434782608
-1.08807999761,0.43176328502415456
-1.03095999761,-4.6727053140096615
-0.972839997613,0.42081823671497587
-0.954079997613,-4.685612922705314
-0.896199997613,0.4079861111111111
-0.876799997613,-4.690066425120773
-0.819519997613,0.40874094202898553
-0.761519997613,-4.684329710144928
-0.704279997613,0.39470108695652173
-0.684959997613,-4.694519927536232
-0.626839997613,0.3951539855072464
-0.607519997613,-4.705163043478261
-0.550319997613,0.3879830917874396
-0.530919997613,-4.708559782608695
-0.434959997613,0.3790006038647343
-0.415559997613,-4.717391304347826
-0.358279997613,0.36692330917874394
-0.339039997613,-4.716711956521739
-0.280959997613,0.364356884057971
-0.261639997613,-4.731506642512078
-0.184959997613,-4.740338164251208
-0.165639997613,0.36163949275362317
-0.0696399976125,-4.7469051932367154
-0.0502799976125,0.35967693236714976
0.0263200023875,0.33929649758454106
0.0456800023875,-4.753170289855072
0.103680002387,0.34208937198067635
0.122440002387,-4.761473429951691
0.180320002387,0.32782306763285024
0.199680002387,-4.758076690821256
0.257000002387,0.3351449275362319
0.276280002387,-4.770757850241546
0.372720002387,0.31982185990338163
0.391560002387,-4.764341787439614
0.449640002387,0.32216183574879226
0.469080002387,-4.775664251207729
0.564920002387,0.31506642512077293
0.584320002387,-4.780042270531401
0.641600002387,0.31280193236714976
0.660920002387,-4.790006038647343
0.737560002387,-4.801102053140097
0.756880002387,0.30502717391304346
0.814880002387,-4.795365338164252
0.834360002387,0.296875
0.891560002387,-4.795365338164252
0.949560002387,0.29332729468599034
1.00720000239,-4.80276268115942
1.06496000239,0.28291062801932365
1.08356000239,-4.816123188405797
1.14152000239,0.28245772946859904
1.19960000239,-4.813858695652174
1.21892000239,0.2688707729468599
1.29552000239,0.27377717391304346
1.31492000239,-4.816953502415459
1.37220000239,0.27815519323671495
1.43024000239,-4.824124396135266
1.48748000239,0.26705917874396135
1.54528000239,-4.833710748792271
1.60308000239,0.2620018115942029
1.62216000239,-4.8305404589371985
1.68028000239,0.2506038647342995
1.73748000239,-4.835824275362319
1.79548000239,0.2586050724637681
1.85336000239,-4.837711352657005
1.91072000239,0.2576237922705314
1.96808000239,-4.841787439613527
2.02608000239,0.24894323671497584
2.08336000239,-4.843146135265701
2.14144000239,0.2444897342995169
2.19868000239,-4.8455615942028984
2.25672000239,0.2423762077294686
2.31488000239,-4.852430555555555
2.37212000239,0.23369565217391305
2.42928000239,-4.861111111111112
2.48740000239,0.23573369565217392
2.54464000239,-4.868357487922705
2.60268000239,0.21731582125603865
2.66008000239,-4.875
2.71808000239,0.213768115942029
2.77528000239,-4.878849637681159
2.79496000239,0.2016153381642512
2.85268000239,-4.8914553140096615
2.87120000239,0.20742753623188406
2.92928000239,-4.881717995169082
2.98712000239,0.20682367149758454
3.04460000239,-4.8888134057971016
3.06400000239,0.19867149758454106
3.12116000239,-4.891530797101449
3.17932000239,0.1942179951690821
3.23656000239,-4.892663043478261
3.29460000239,0.1905193236714976
3.31360000239,-4.901041666666667
3.37112000239,0.1872735507246377
3.39052000239,-4.899154589371981
3.46712000239,-4.9051177536231885
3.48640000239,0.18644323671497584
3.54452000239,-4.906099033816425
3.56316000239,0.1842542270531401
3.64036000239,0.18229166666666666
3.65932000239,-4.910024154589372
3.71708000239,0.17919685990338163
3.73652000239,-4.912967995169082
3.79364000239,0.17602657004830918
3.81296000239,-4.913873792270532
3.87088000239,0.1754981884057971
3.88992000239,-4.915760869565218
3.94764000239,0.17617753623188406
3.96712000239,-4.91893115942029
4.04360000239,-4.920818236714976
4.06284000239,0.1688556763285024
4.12092000239,-4.920440821256038
4.17864000239,0.17074275362318841
4.23636000239,-4.924667874396135
4.29360000239,0.16847826086956522
4.35088000239,-4.930857487922705
4.40896000239,0.161231884057971
4.46612000239,-4.932593599033816
4.52428000239,0.16115640096618358
4.58212000239,-4.937877415458937
4.63960000239,0.15957125603864733
4.65892000239,-4.938405797101449
4.73576000239,-4.94074577294686
4.75460000239,0.15557065217391305
4.85072000239,-4.9428592995169085
4.87012000239,0.15172101449275363
4.94680000239,0.14930555555555555
4.96624000239,-4.943085748792271
5.02392000239,0.14681461352657005
5.04344000239,-4.945652173913044
5.12024000239,-4.947690217391305
5.13940000239,0.14447463768115942
5.21600000239,0.14190821256038647
5.23540000239,-4.9477657004830915
5.31184000239,-4.9513134057971016
5.33172000239,0.1381340579710145
5.38868000239,-4.951917270531401
5.44664000239,0.1347373188405797
5.50392000239,-4.953879830917875
5.52328000239,0.13179347826086957
5.58136000239,-4.954861111111112
5.60072000239,0.13352958937198067
5.65796000239,-4.95901268115942
5.67740000239,0.13292572463768115
5.73508000239,-4.95667270531401
5.79256000239,0.129981884057971
5.81196000239,-4.958635265700483
5.86912000239,0.12507548309178743
5.88888000239,-4.962333937198068
5.94628000239,0.12718900966183574
5.96596000239,-4.960673309178744
6.04260000239,-4.9646739130434785
6.06188000239,0.12356582125603864
6.11928000239,-4.965353260869565
6.13856000239,0.12220712560386474
6.19628000239,-4.9669384057971016
6.25376000239,0.12281099033816426
6.31184000239,-4.9695803140096615
6.33076000239,0.12130132850241546
6.38844000239,-4.968976449275362
6.40784000239,0.12016908212560387
6.46572000239,-4.969957729468599
6.48440000239,0.11730072463768115
6.56100000239,0.11579106280193237
6.58096000239,-4.971844806763285
6.63844000239,0.11465881642512077
6.65692000239,-4.976298309178744
6.71524000239,0.11511171497584541
6.73456000239,-4.975166062801932
6.81116000239,-4.976675724637682
6.83036000239,0.11194142512077294
6.88832000239,-4.977958937198068
6.90776000239,0.11292270531400966
6.98448000239,0.10741243961352658
7.00324000239,-4.979544082125604
7.06176000239,0.109375
7.08052000239,-4.980676328502415
7.13844000239,0.10816727053140096
7.15740000239,-4.981959541062802
7.25284000239,0.10567632850241546
7.27220000239,-4.981582125603865
7.33032000239,0.10363828502415459
7.34972000239,-4.984827898550725
7.40744000239,0.10507246376811594
7.46468000239,-4.9861865942028984
7.48332000239,0.10273248792270531
7.54152000239,-4.986714975845411
7.56100000239,0.10182669082125603
7.61908000239,-4.987998188405797
7.67616000239,0.10212862318840579
7.69556000239,-4.989130434782608
7.75252000239,0.10001509661835749
7.77220000239,-4.991092995169082
7.82940000239,0.09926026570048309
7.84884000239,-4.990640096618358
7.92512000239,-4.993734903381642
7.94484000239,0.09729770531400966
8.00272000239,-4.993055555555555
8.02164000239,0.0981280193236715
8.07920000239,-4.995018115942029
8.13680000239,0.09541062801932366
8.15692000239,-4.9956219806763285
8.25268000239,0.09556159420289854
8.27224000239,-4.99705615942029
8.32936000239,0.0933725845410628
8.34868000239,-4.998792270531401
8.40592000239,0.0908816425120773
8.42608000239,-4.999245169082125
8.48272000239,0.09141002415458938
8.50212000239,-5.001358695652174
8.55996000239,0.09080615942028986
8.57908000239,-4.999396135265701
8.65624000239,-5.001434178743962
8.67520000239,0.0897493961352657
8.75172000239,0.08929649758454106
8.77152000239,-5.003170289855072
8.82948000239,0.08537137681159421
8.84804000239,-5.001962560386474
8.90528000239,0.08673007246376811
8.96388000239,-5.003396739130435
9.02120000239,0.08582427536231885
9.07916000239,-5.005208333333333
9.13656000239,0.08295591787439613
9.15520000239,-5.0040760869565215
9.21292000239,0.08129528985507246
9.23224000239,-5.00618961352657
9.29052000239,0.08114432367149758
9.30904000239,-5.004830917874396
9.36764000239,0.08038949275362318
9.38584000239,-5.005812198067633
9.44368000239,0.08069142512077294
9.50152000239,-5.007774758454106
9.52080000239,0.0785024154589372
9.57884000239,-5.008152173913044
9.59764000239,0.07903079710144928
9.65488000239,-5.009510869565218
9.67428000239,0.07827596618357488
9.73152000239,-5.008907004830918
9.78944000239,0.07872886473429952
9.84712000239,-5.011096014492754
9.86660000239,0.07389794685990338
9.92424000239,-5.009661835748792
9.94356000239,0.07269021739130435
9.99892000239,-5.015398550724638
