t,peaks
-9.95967999761,-5.060461956521739
-9.93423999761,0.034269323671497584
-9.89131999761,-5.061292270531401
-9.87415999761,0.034873188405797104
-9.82791999761,-5.060612922705314
-9.79807999761,0.034269323671497584
-9.73803999761,0.034571256038647344
-9.72387999761,-5.061141304347826
-9.65123999761,0.035401570048309176
-9.63443999761,-5.060235507246377
-9.56471999761,-5.060763888888889
-9.54607999761,0.034948671497584544
-9.48391999761,0.035250603864734296
-9.46663999761,-5.058574879227053
-9.39279999761,-5.059933574879227
-9.36615999761,0.034873188405797104
-9.31271999761,-5.061594202898551
-9.29247999761,0.033967391304347824
-9.23771999761,-5.060612922705314
-9.18343999761,0.03358997584541063
-9.15655999761,-5.059178743961353
-9.12331999761,0.035477053140096616
-9.07983999761,-5.05955615942029
-9.05359999761,0.034948671497584544
-9.01335999761,-5.062424516908212
-8.98139999761,0.033967391304347824
-8.95087999761,-5.0594051932367154
-8.91215999761,0.035326086956521736
-8.85839999761,-5.0606884057971016
-8.83183999761,0.03321256038647343
-8.77339999761,-5.058499396135265
-8.75143999761,0.034797705314009664
-8.69019999761,0.03313707729468599
-8.68007999761,-5.060839371980676
-8.62995999761,0.034118357487922704
-8.58307999761,-5.059329710144928
-8.54523999761,0.034722222222222224
-8.52207999761,-5.0616696859903385
-8.45795999761,-5.061065821256038
-8.44139999761,0.034948671497584544
-8.39727999761,-5.063028381642512
-8.36855999761,0.035024154589371984
-8.33623999761,-5.060763888888889
-8.27727999761,0.034269323671497584
-8.24379999761,-5.0613677536231885
-8.17827999761,0.033891908212560384
-8.15747999761,-5.060839371980676
-8.10623999761,0.033967391304347824
-8.08731999761,-5.060310990338165
-8.01271999761,0.03351449275362319
-7.99947999761,-5.0603864734299515
-7.94891999761,0.034873188405797104
-7.90795999761,-5.0606884057971016
-7.88883999761,0.03223128019323671
-7.84767999761,-5.061745169082125
-7.82855999761,0.035854468599033816
-7.78331999761,-5.061594202898551
-7.75267999761,0.034646739130434784
-7.68531999761,-5.0606884057971016
-7.67119999761,0.034118357487922704
-7.61407999761,-5.060160024154589
-7.56935999761,0.035552536231884056
-7.54819999761,-5.0613677536231885
-7.48635999761,0.034873188405797104
-7.45907999761,-5.060235507246377
-7.42439999761,0.03283514492753623
-7.36135999761,-5.060990338164252
-7.33467999761,0.033891908212560384
-7.26483999761,-5.060990338164252
-7.25335999761,0.035552536231884056
-7.17887999761,0.034042874396135264
-7.15579999761,-5.059329710144928
-7.11863999761,0.03208031400966183
-7.09575999761,-5.0606884057971016
-7.05799999761,0.034646739130434784
-7.03523999761,-5.0616696859903385
-6.99443999761,0.03215579710144927
-6.97223999761,-5.060990338164252
-6.93339999761,0.035099637681159424
-6.90231999761,-5.060235507246377
-6.87287999761,0.034042874396135264
-6.81063999761,-5.059103260869565
-6.75315999761,0.034646739130434784
-6.73151999761,-5.061820652173913
-6.68815999761,0.034118357487922704
-6.66907999761,-5.061216787439614
-6.60227999761,-5.05985809178744
-6.56975999761,0.034344806763285024
-6.53219999761,-5.061443236714976
-6.50147999761,0.034495772946859904
-6.47191999761,-5.062273550724638
-6.42759999761,0.033816425120772944
-6.41071999761,-5.059178743961353
-6.36023999761,0.03358997584541063
-6.34183999761,-5.059178743961353
-6.27151999761,0.035175120772946857
-6.25415999761,-5.060914855072464
-6.20363999761,0.034722222222222224
-6.17971999761,-5.060612922705314
-6.10807999761,-5.061065821256038
-6.09347999761,0.034948671497584544
-6.03267999761,0.2591334541062802
-6.01555999761,-5.23407306763285
-5.96419999761,0.3417874396135266
-5.91311999761,-5.623339371980676
-5.90399999761,0.6259057971014492
-5.84719999761,-6.0470259661835755
-5.82923999761,1.05306461352657
-5.60743999761,2.8488073671497585
-5.60739999761,-7.878623188405797
-5.31043999761,3.96875
-5.14123999761,-3.96875
-5.12191999761,1.161760265700483
-5.06467999761,-3.9945652173913047
-5.04531999761,1.13443538647343
-4.98739999761,-4.041289251207729
-4.93007999761,1.1137530193236715
-4.91071999761,-4.045138888888889
-4.85347999761,1.0356280193236715
-4.83415999761,-4.057593599033817
-4.77691999761,1.0503472222222223
-4.75759999761,-4.084163647342995
-4.70031999761,1.0299667874396135
-4.68099999761,-4.088617149758454
-4.62367999761,1.0043780193236715
-4.60439999761,-4.124924516908212
-4.54639999761,0.9867149758454107
-4.52699999761,-4.136322463768116
-4.46979999761,0.9647493961352657
-4.45043999761,-4.16243961352657
-4.39319999761,0.9523701690821256
-4.37383999761,-4.178970410628019
-4.31663999761,0.9239130434782609
-4.29727999761,-4.203125
-4.20135999761,0.9124396135265701
