t,peaks
-9.87319999761,0.007904296875000001
-9.58959999761,-0.031058593749999995
-9.21879999761,0.017357421875
-8.74279999761,-0.031053710937499996
-8.36199999761,0.016136718749999997
-7.99239999761,-0.030912109374999996
-7.46639999761,0.01238671875
-7.12239999761,-0.033446289062499995
-6.66239999761,0.012997070312500001
-6.23679999761,-0.028871093749999997
-5.82399999761,0.0172744140625
-5.55919999761,-0.0395546875
-5.01439999761,0.019725585937499998
-4.49039999761,-0.028465820312499994
-4.06239999761,0.00980859375
-3.71799999761,-0.024833007812499995
-3.32159999761,0.008968750000000001
-2.90879999761,-0.030057617187499996
-2.51279999761,0.0116298828125
-2.04319999761,-0.029671874999999993
-1.63679999761,0.0115615234375
-1.30559999761,-0.0326650390625
-0.856799997613,0.015663085937499998
-0.234799997613,-0.033524414062499994
0.119200002387,0.0129140625
0.510400002387,-0.032333007812499995
0.870400002387,0.014681640625
1.29960000239,-0.032674804687499996
1.74880000239,0.0136708984375
2.16240000239,-0.0345498046875
2.62160000239,0.0122744140625
2.99000000239,-0.03161035156249999
3.35480000239,0.0118349609375
3.90920000239,-0.027860351562499996
4.19760000239,0.0037099609375
4.74760000239,-0.019725585937499998
5.25560000239,0.001693359375
5.57720000239,-0.028690429687499994
5.95560000239,0.018275390625
6.46200000239,-0.032162109375
6.77040000239,0.00633203125
7.19520000239,-0.025189453124999997
7.58840000239,0.0095009765625
8.01120000239,-0.031810546875
8.53480000239,0.01000390625
8.75880000239,-0.028744140624999998
9.27800000239,0.01355859375
9.68280000239,-0.028958984374999996
9.99040000239,0.0033974609374999997
