t,Média móvel
-9.74039999761,0.004794298921417565
-9.73999999761,0.004790446841294299
-9.73959999761,0.004782742681047766
-9.73919999761,0.004744221879815101
-9.73879999761,0.004742295839753467
-9.73839999761,0.0047153312788906
-9.73799999761,0.004711479198767334
-9.73759999761,0.004701848998459168
-9.73719999761,0.004669106317411402
-9.73679999761,0.004647919876733436
-9.73639999761,0.004640215716486903
-9.73599999761,0.0046325115562403695
-9.73559999761,0.0046286594761171035
-9.73519999761,0.004638289676425269
-9.73479999761,0.004597842835130971
-9.73439999761,0.004590138674884438
-9.73399999761,0.004599768875192604
-9.73359999761,0.004613251155624038
-9.73319999761,0.004603620955315871
-9.73279999761,0.004578582434514638
-9.73239999761,0.004592064714946071
-9.73199999761,0.004592064714946071
-9.73159999761,0.004592064714946071
-9.73119999761,0.00460939907550077
-9.73079999761,0.004605546995377505
-9.73039999761,0.0046228813559322035
-9.72999999761,0.004597842835130972
-9.72959999761,0.004584360554699538
-9.72919999761,0.004586286594761171
-9.72879999761,0.004572804314329738
-9.72839999761,0.004568952234206471
-9.72799999761,0.004532357473035439
-9.72759999761,0.004513097072419107
-9.72719999761,0.0044726502311248076
-9.72679999761,0.004443759630200308
-9.72639999761,0.004441833590138675
-9.72599999761,0.004412942989214175
-9.72559999761,0.004376348228043143
-9.72519999761,0.004345531587057011
-9.72479999761,0.004316640986132512
-9.72439999761,0.004353235747303544
-9.72399999761,0.0043204930662557785
-9.72359999761,0.004333975346687211
-9.72319999761,0.004335901386748844
-9.72279999761,0.004333975346687211
-9.72239999761,0.004312788906009246
-9.72199999761,0.004297380585516179
-9.72159999761,0.004295454545454545
-9.72119999761,0.00428582434514638
-9.72079999761,0.0042665639445300454
-9.72039999761,0.0042453775038520805
-9.71999999761,0.004218412942989214
-9.71959999761,0.004201078582434515
-9.71919999761,0.0041702619414483826
-9.71879999761,0.004164483821263483
-9.71839999761,0.00416255778120185
-9.71799999761,0.00416255778120185
-9.71759999761,0.004162557781201849
-9.71719999761,0.0041683359013867495
-9.71679999761,0.004185670261941448
-9.71639999761,0.0041895223420647144
-9.71599999761,0.004187596302003081
-9.71559999761,0.004185670261941448
-9.71519999761,0.0041760400616332825
-9.71479999761,0.004174114021571649
-9.71439999761,0.004204930662557781
-9.71399999761,0.004185670261941449
-9.71359999761,0.004168335901386749
-9.71319999761,0.00416255778120185
-9.71279999761,0.004166409861325115
-9.71239999761,0.004143297380585516
-9.71199999761,0.004131741140215717
-9.71159999761,0.004151001540832049
-9.71119999761,0.00413366718027735
-9.71079999761,0.0040932203389830515
-9.71039999761,0.0040315870570107855
-9.70999999761,0.003991140215716487
-9.70959999761,0.003958397534668721
-9.70919999761,0.003962249614791988
-9.70879999761,0.003916024653312789
-9.70839999761,0.003925654853620956
-9.70799999761,0.003931432973805856
-9.70759999761,0.003925654853620955
-9.70719999761,0.003896764252696456
-9.70679999761,0.003867873651771957
-9.70639999761,0.00386402157164869
-9.70599999761,0.003842835130970724
-9.70559999761,0.003833204930662558
